Year,Month,Region_Name,Region_Code,Building_Use,Sell_Price,Sell_BA,Sell_PPA,Sell_PPP,Sell_Count,JS_Price,JS_BA,JS_PPA,JS_PPP,JS_Count,CR,CR_PPA,CR_PPP
2011,2,성동구,11200,오피스텔,14582.77,31.42,474.47,143.53,22,8834.62,32.18,279.6,84.58,26,60.58,58.93,58.93
2011,2,성북구,11290,단독다가구,56831.06,140.24,489.36,148.03,51,6337.14,46.75,157.26,47.57,447,11.15,32.14,32.14
2011,2,성북구,11290,아파트,35037.06,73.42,478.75,144.82,376,19810.5,80.88,249.6,75.51,443,56.54,52.14,52.14
2011,2,성북구,11290,연립다세대,19291.07,55.63,359.92,108.88,112,8891.75,53.7,173.71,52.55,212,46.09,48.26,48.26
2011,2,성북구,11290,오피스텔,13242.86,33.01,412.23,124.7,7,6566.67,27.31,241.54,73.07,3,49.59,58.59,58.6
2011,2,송파구,11710,단독다가구,98577.78,216.82,536.22,162.21,9,7907.24,54.75,168.35,50.92,297,8.02,31.4,31.39
2011,2,송파구,11710,아파트,65521.64,80.3,822.19,248.71,362,29932.34,83.01,359.68,108.8,1185,45.68,43.75,43.75
2011,2,송파구,11710,연립다세대,26183.89,53.39,504.34,152.56,149,12573.58,50.15,263.44,79.69,530,48.02,52.23,52.24
2011,2,송파구,11710,오피스텔,18651.47,35.8,525.33,158.91,34,9266.67,32.5,292.78,88.56,12,49.68,55.73,55.73
2011,2,양천구,11470,단독다가구,49091.13,176.49,310.33,93.88,23,6129.44,62.38,110.04,33.29,214,12.49,35.46,35.46
2011,2,양천구,11470,아파트,45089.97,76.24,585.65,177.16,278,25205.08,79.6,312.53,94.54,725,55.9,53.36,53.36
2011,2,양천구,11470,연립다세대,17950.95,49.22,372.85,112.79,199,9742.7,50.48,194.53,58.85,274,54.27,52.17,52.18
2011,2,양천구,11470,오피스텔,21123.91,51.76,397.62,120.28,45,26625.0,77.8,327.84,99.17,32,126.04,82.45,82.45
