철도운영기관명,선명,역명,도로명주소,위도,경도
코레일,분당,왕십리,서울특별시 성동구 왕십리광장로 17,37.5612886,127.038382
코레일,분당,서울숲,서울특별시 성동구 왕십리로 77,37.5440265,127.0448771
코레일,분당,압구정로데오,서울특별시 강남구 압구정로 402,37.5294392,127.0412602
코레일,분당,강남구청,서울특별시 강남구 학동로 346,37.5182038,127.0472197
코레일,분당,선정릉(한국과학창의재단),서울특별시 강남구 선릉로 580,37.510537,127.0445954
코레일,분당,선릉,서울특별시 강남구 선릉로 340,37.5001813,127.0515487
코레일,분당,한티,서울특별시 강남구 선릉로 228,37.4992221,127.0515614
코레일,분당,도곡,서울특별시 강남구 남부순환로 2814,37.490719,127.0549212
코레일,분당,구룡,서울특별시 강남구 개포로 403,37.4868846,127.0579076
코레일,분당,개포동,서울특별시 강남구 개포로 420,37.4899781,127.0696789
코레일,분당,대모산입구,서울특별시 강남구 개포로 522,37.4917142,127.0736619
코레일,분당,수서,서울특별시 강남구 광평로 270,37.4882573,127.1005798
코레일,분당,복정(동서울대학),서울특별시 송파구 송파대로 6,37.4706579,127.1267053
공항철도,공항,서울역,서울특별시 용산구 청파로 378,37.5523947,126.9710685
공항철도,공항,공덕,서울특별시 마포구 마포대로 92,37.5430115,126.9511883
공항철도,공항,홍대입구,서울특별시 마포구 양화로 188,37.5595278,126.9247949
공항철도,공항,디지털미디어시티,서울특별시 마포구 성암로 184,37.5768657,126.8991697
공항철도,공항,김포공항,서울특별시 강서구 하늘길 77,37.5650592,126.8029919
