Legion_Name,Name,Kind,Distance,Class,latitude,longitude,adress,New_adress
마포구,상수,6호선,,Subway,37.5496159,126.9224682,서울특별시 마포구 상수동 309-10 상수역(6호선),서울특별시 마포구 독막로 지하85(상수동)
마포구,광흥창(서강),6호선,,Subway,37.5452972,126.9310644,서울특별시 마포구 창전동 145-17 광흥창역(6호선),서울특별시 마포구 독막로 지하165(창전동)
마포구,대흥(서강대앞),6호선,,Subway,37.5497599,126.9431416,서울특별시 마포구 대흥동 128-1 대흥역(6호선),서울특별시 마포구 대흥로 지하85(대흥동)
마포구,공덕,6호선,,Subway,37.5491304,126.9516779,서울특별시 마포구 공덕동 439 공덕역(6호선),서울특별시 마포구 백범로 지하200(공덕동)
용산구,효창공원앞,6호선,,Subway,37.5395736,126.963503,서울특별시 용산구 효창동 80 효창공원앞역(6호선),서울특별시 용산구 백범로 지하287(효창동)
용산구,삼각지,6호선,,Subway,37.5329296,126.9744105,서울특별시 용산구 한강로1가 228-1 삼각지역(6호선),서울특별시 용산구 한강대로 지하185(한강로1가)
용산구,녹사평(용산구청),6호선,,Subway,37.5305359,126.9851825,서울특별시 용산구 용산동4가 4 녹사평역(6호선),서울특별시 용산구 녹사평대로 지하195(용산동4가)
용산구,이태원,6호선,,Subway,37.5342345,126.9905368,서울특별시 용산구 이태원동 119-23 이태원역(6호선),서울특별시 용산구 이태원로 지하177(이태원동)
용산구,한강진,6호선,,Subway,37.5339827,127.0110273,서울특별시 용산구 한남동 726-494 한강진역(6호선),서울특별시 용산구 이태원로 지하287(한남동)
중구,버티고개,6호선,,Subway,37.5599012,127.0198098,서울특별시 중구 신당동 366-454 버티고개역(6호선),서울특별시 중구 다산로 지하38(신당동)
중구,약수,6호선,,Subway,37.5587251,127.0120213,서울특별시 중구 신당동 369-2 약수역(6호선),서울특별시 중구 다산로 지하115(신당동)
중구,청구,6호선,,Subway,37.5607672,127.0144712,서울특별시 중구 신당동 295-2 청구역(6호선),서울특별시 중구 청구로 지하77(신당동)
중구,신당,6호선,,Subway,37.56731,127.0163823,서울특별시 중구 흥인동 162-1 신당역(6호선),서울특별시 중구 다산로 지하260(흥인동)
종로구,동묘앞,6호선,,Subway,37.5753626,127.0154315,서울특별시 종로구 숭인동 316-3 동묘앞역(6호선),서울특별시 종로구 지봉로 지하24(숭인동)
종로구,창신,6호선,,Subway,37.5753499,127.0137549,서울특별시 종로구 창신동 20-8 창신역(6호선),서울특별시 종로구 지봉로 지하112(창신동)
성북구,보문,6호선,,Subway,37.5866501,127.0196841,서울특별시 성북구 보문동1가 127-1 보문역(6호선),서울특별시 성북구 보문로 지하116(보문동1가)
성북구,안암(고대병원앞),6호선,,Subway,37.5860125,127.025563,서울특별시 성북구 안암동5가 146-1 안암역(6호선),서울특별시 성북구 고려대로 지하89(안암동5가)
성북구,고려대(종암),6호선,,Subway,37.5981288,127.0404024,서울특별시 성북구 종암동 29-18 고려대역(6호선),서울특별시 성북구 종암로 지하1(종암동)
성북구,월곡(동덕여대),6호선,,Subway,37.5971779,127.0392309,서울특별시 성북구 하월곡동 35-1 월곡역(6호선),서울특별시 성북구 월곡로 지하107(하월곡동)
성북구,상월곡(한국과학기술연구원),6호선,,Subway,37.6060997,127.0478098,서울특별시 성북구 상월곡동 26-1 상월곡역(6호선),서울특별시 성북구 화랑로 지하157(상월곡동)
성북구,돌곶이,6호선,,Subway,37.611277,127.0580352,서울특별시 성북구 석관동 349-8 돌곶이역(6호선),서울특별시 성북구 화랑로 지하243(석관동)
노원구,석계,6호선,,Subway,37.6282394,127.0567599,서울특별시 노원구 월계동 25-2 석계역(6호선),서울특별시 노원구 화랑로 지하 347-1(월계동) 
노원구,태릉입구,6호선,,Subway,37.6304722,127.0909904,서울특별시 노원구 공릉동 616-4 태릉입구역(6호선),서울특별시 노원구 동일로 지하 992-1(공릉동)
노원구,화랑대(서울여대입구),6호선,,Subway,37.6280947,127.091262,서울특별시 노원구 공릉동 285-2 화랑대역(6호선),서울특별시 노원구 화랑로 지하510(공릉동)
중랑구,봉화산(서울의료원),6호선,,Subway,37.6109947,127.0937399,서울특별시 중랑구 신내동 643-1 봉화산역(6호선),서울특별시 중랑구 신내로 지하232(신내동)
중랑구,신내,6호선,,Subway,37.6190542,127.1073132,서울특별시 중랑구 신내동 19 신내역(6호선),서울특별시 중랑구 용마산로136길 33 신내차량기지
도봉구,도봉산,7호선,,Subway,37.6890338,127.0466673,서울특별시 도봉구 도봉동 38-3 도봉산역(7호선),서울특별시 도봉구 도봉로 964-40(도봉동)
노원구,수락산,7호선,,Subway,37.6543386,127.0626961,서울특별시 노원구 상계동 1132-9 수락산역(7호선),서울특별시 노원구 동일로 지하1662(상계동)
노원구,마들,7호선,,Subway,37.6543386,127.0626961,서울특별시 노원구 상계동 650 마들역(7호선),서울특별시 노원구 동일로 지하1530-1(상계동)
노원구,노원,7호선,,Subway,37.6543386,127.0626961,서울특별시 노원구 상계동 729 노원역(7호선),서울특별시 노원구 동일로 지하1409(상계동)
노원구,중계,7호선,,Subway,37.6510125,127.0799977,서울특별시 노원구 중계동 503-3 중계역(7호선),서울특별시 노원구 동일로 지하1308-1(중계동)
노원구,하계,7호선,,Subway,37.6376443,127.0725093,서울특별시 노원구 하계동 273-5 하계역(7호선),서울특별시 노원구 동일로 지하1196(하계동)
노원구,공릉(서울과학기술대),7호선,,Subway,37.6304722,127.0909904,서울특별시 노원구 공릉동 385-4 공릉역(7호선),서울특별시 노원구 동일로 지하1074(공릉동)
노원구,태릉입구,7호선,,Subway,37.6304722,127.0909904,서울특별시 노원구 공릉동 616-4 태릉입구역(7호선),서울특별시 노원구 동일로 지하 992-1(공릉동)
중랑구,먹골,7호선,,Subway,37.5976182,127.0790622,서울특별시 중랑구 묵동 189-5 먹골역(7호선),서울특별시 중랑구 동일로 지하901(묵동)
중랑구,중화,7호선,,Subway,37.6005095,127.0781428,서울특별시 중랑구 중화동 50-3 중화역(7호선),서울특별시 중랑구 동일로 지하797(중화동)
중랑구,상봉(시외버스터미널),7호선,,Subway,37.5967657,127.0860297,서울특별시 중랑구 상봉동 100-9 상봉역(7호선),서울특별시 중랑구 망우로 297(상봉동)
중랑구,면목,7호선,,Subway,37.5845464,127.0905862,서울특별시 중랑구 면목동 282-6 면목역(7호선),서울특별시 중랑구 면목로 지하407(면목동) 
중랑구,사가정,7호선,,Subway,37.5719656,127.0845223,서울특별시 중랑구 면목동 495 사가정역(7호선),서울특별시 중랑구 사가정로 지하393(면목동)
중랑구,용마산(용마폭포공원),7호선,,Subway,37.5712405,127.0861385,서울특별시 중랑구 면목동 1316-5 용마산역(7호선),서울특별시 중랑구 용마산로 지하227(면목동)
광진구,중곡,7호선,,Subway,37.563544,127.0888304,서울특별시 광진구 중곡동 273-2 7호선 중곡역(7호선),서울특별시 광진구 능동로 지하417(중곡동)
광진구,군자(능동),7호선,,Subway,37.5505785,127.0817378,서울특별시 광진구 능동 275-5 군자(능동)역(7호선),서울특별시 광진구 천호대로 지하550(능동)
광진구,어린이대공원(세종대),7호선,,Subway,37.5471794,127.0729432,서울특별시 광진구 화양동 164-1 어린이대공원역(7호선),서울특별시 광진구 능동로 지하210(화양동)
광진구,건대입구,7호선,,Subway,37.5463089,127.0729231,서울특별시 광진구 화양동 6-3 건대입구역(7호선),서울특별시 광진구 능동로 지하110(화양동)
광진구,뚝섬유원지,7호선,,Subway,37.540458,127.066694,서울특별시 광진구 자양동 73-2 뚝섬유원지역(7호선),서울특별시 광진구 능동로 10(자양동)
강남구,청담,7호선,,Subway,37.5167317,127.042221,서울특별시 강남구 청담동 77-76 청담역(7호선),서울특별시 강남구 학동로 지하508(청담동)
강남구,강남구청,7호선,,Subway,37.5167317,127.042221,서울특별시 강남구 삼성동 111-44 강남구청역(7호선),서울특별시 강남구 학동로 지하346(삼성동)
강남구,학동,7호선,,Subway,37.5077821,127.0272107,서울특별시 강남구 논현동 279-67 학동역(7호선),서울특별시 강남구 학동로 지하180(논현동)
강남구,논현,7호선,,Subway,37.5201287,127.0393976,서울특별시 강남구 논현동 279-67 논현역(7호선),서울특별시 강남구 학동로 지하102(논현동)
서초구,반포,7호선,,Subway,37.5151065,127.0137779,서울특별시 서초구 잠원동 103 반포역(7호선),서울특별시 서초구 신반포로 지하241(잠원동)
서초구,고속터미널,7호선,,Subway,37.5054982,127.0011512,서울특별시 서초구 반포동 19-11 고속터미널역(7호선),서울특별시 서초구 신반포로 지하188(반포동)
서초구,내방,7호선,,Subway,37.4910405,127.004581,서울특별시 서초구 방배동 874-16 내방역(7호선),서울특별시 서초구 서초대로 지하103(방배동)
동작구,이수,7호선,,Subway,37.4889312,126.9691198,서울특별시 동작구 사당동 144-4 이수역(7호선),서울특별시 동작구 사당로 지하310(사당동)
동작구,남성,7호선,,Subway,37.4889312,126.9691198,서울특별시 동작구 사당동 산25-33 남성역(7호선),서울특별시 동작구 사당로 지하218(사당동)
동작구,숭실대입구(살피재),7호선,,Subway,37.4990513,126.9422048,서울특별시 동작구 상도동 514 숭실대입구역(7호선),서울특별시 동작구 상도로 지하378(상도동)
동작구,상도,7호선,,Subway,37.5032626,126.9506566,서울특별시 동작구 상도1동 702-1 상도역(중대입구역)(7호선),서울특별시 동작구 상도로 지하272(상도1동)
동작구,장승배기,7호선,,Subway,37.4990513,126.9422048,서울특별시 동작구 상도동 26-20 장승배기역(7호선),서울특별시 동작구 상도로 지하188(상도동) 
동작구,신대방삼거리,7호선,,Subway,37.5143563,126.932638,서울특별시 동작구 대방동 406-10 신대방삼거리역(7호선),서울특별시 동작구 상도로 지하76(대방동)
동작구,보라매,7호선,,Subway,37.5062327,126.93435,서울특별시 동작구 대방동 466-51 보라매역(7호선),서울특별시 동작구 상도로 지하2(대방동)
영등포구,신풍,7호선,,Subway,37.5001413,126.9131951,서울특별시 영등포구 신길동 3599 신풍역(7호선),서울특별시 영등포구 신풍로 지하27(신길동)
영등포구,대림(구로구청),7호선,,Subway,37.4954266,126.9001326,서울특별시 영등포구 대림동 1050-17 대림역(7호선),서울특별시 영등포구 도림로 지하137(대림동)
구로구,남구로,7호선,,Subway,37.5050823,126.8887869,서울특별시 구로구 구로동 801-95 남구로역(7호선),서울특별시 구로구 도림로 지하7(구로동) 
금천구,가산디지털단지,7호선,,Subway,37.4824123,126.8822401,서울특별시 금천구 가산동 468-4 가산디지털단지역(7호선),서울특별시 금천구 벚꽃로 309(가산동)
구로구,천왕,7호선,,Subway,37.4808353,126.8398192,서울특별시 구로구 천왕동 14-25 천왕역(7호선),서울특별시 구로구 오리로 지하1154(천왕동)
구로구,온수(성공회대입구),7호선,,Subway,37.4928922,126.8184319,서울특별시 구로구 온수동 119 온수역(7호선),서울특별시 구로구 경인로3길 지하64(온수동)
강동구,암사,8호선,,Subway,37.550148,127.127519,서울특별시 강동구 암사동 501 암사역(8호선),서울특별시 강동구 올림픽로 지하776(암사동)
강동구,천호(풍납토성),8호선,,Subway,37.5443765,127.1276202,서울특별시 강동구 천호동 455 천호역(8호선),서울특별시 강동구 천호대로 지하997(천호동)
강동구,강동구청,8호선,,Subway,37.5291562,127.1237948,서울특별시 강동구 성내동 319 강동구청역(8호선),서울특별시 강동구 올림픽로 지하550(성내동)
송파구,몽촌토성(평화의문),8호선,,Subway,37.5209922,127.0991094,서울특별시 송파구 신천동 19 몽촌토성역(8호선),서울특별시 송파구 올림픽로 지하383(신천동)
송파구,잠실(송파구청),8호선,,Subway,37.5149112,127.1040804,서울특별시 송파구 신천동 7-4 잠실역(8호선),서울특별시 송파구 올림픽로 305(신천동)
송파구,석촌,8호선,,Subway,37.5024352,127.1026694,서울특별시 송파구 석촌동 209 석촌역(8호선),서울특별시 송파구 송파대로 지하439(석촌동)
송파구,송파,8호선,,Subway,37.4956865,127.1184047,서울특별시 송파구 가락동 459-4 송파역(8호선),서울특별시 송파구 송파대로 지하354(가락동)
송파구,가락시장,8호선,,Subway,37.4956865,127.1184047,서울특별시 송파구 가락동 184-23 가락시장역(8호선),서울특별시 송파구 송파대로 지하257(가락동)
송파구,문정,8호선,,Subway,37.4855846,127.1225635,서울특별시 송파구 문정동 119-4 문정역(8호선),서울특별시 송파구 송파대로 지하179(문정동)
송파구,장지,8호선,,Subway,37.4768715,127.1320663,서울특별시 송파구 장지동 201-5 장지역(8호선),서울특별시 송파구 송파대로 지하82(장지동)
송파구,복정,8호선,,Subway,37.4768715,127.1320663,서울특별시 송파구 장지동 596-21 복정역(8호선),서울특별시 송파구 송파대로 지하6(장지동)
강남구,언주,9호선,,Subway,37.5109479,127.047282,서울특별시 강남구 논현동 279-165 언주역(9호선),서울특별시 강남구 봉은사로 지하201(논현동)
강남구,선정릉,9호선,,Subway,37.513975,127.0561274,서울특별시 강남구 삼성동 111-114 선정릉역(9호선),서울특별시 강남구 선릉로 지하580(삼성동)
강남구,삼성중앙,9호선,,Subway,37.5109479,127.047282,서울특별시 강남구 삼성동 111-147 삼성중앙역(9호선),서울특별시 강남구 봉은사로 지하501(삼성동)
강남구,봉은사,9호선,,Subway,37.5109479,127.047282,서울특별시 강남구 삼성동 172 봉은사역(9호선),서울특별시 강남구 봉은사로 지하601(삼성동)
송파구,종합운동장,9호선,,Subway,37.5098432,127.1027932,서울특별시 송파구 잠실동 123 종합운동장역(9호선),서울특별시 송파구 올림픽로 49(잠실동)
송파구,삼전,9호선,,Subway,37.5067945,127.0830482,서울특별시 송파구 잠실동 347 삼전역(9호선),서울특별시 송파구 백제고분로 지하189(잠실동)
송파구,석촌고분,9호선,,Subway,37.5019016,127.0918885,서울특별시 송파구 삼전동 157-1 석촌고분역(9호선),서울특별시 송파구 백제고분로 지하274(삼전동)
송파구,석촌,9호선,,Subway,37.5024352,127.1026694,서울특별시 송파구 석촌동 209 석촌역(9호선),서울특별시 송파구 송파대로 지하439(석촌동)
송파구,송파나루,9호선,,Subway,37.5111692,127.0954263,서울특별시 송파구 방이동 2 송파나루역(9호선),서울특별시 송파구 백제고분로 지하446(방이동)
송파구,한성백제,9호선,,Subway,37.510952,127.129178,서울특별시 송파구 방이동 88-17 한성백제역(9호선),서울특별시 송파구 위례성대로 지하29(방이동)
송파구,올림픽공원(한국체대),9호선,,Subway,37.511246,127.1293615,서울특별시 송파구 방이동 89-28 올림픽공원역(9호선),서울특별시 송파구 양재대로 지하1233(방이동)
강동구,둔촌오륜,9호선,,Subway,37.5221461,127.1337753,서울특별시 강동구 둔촌동 227-7 둔촌오륜역(9호선),서울특별시 강동구 강동대로 지하303(둔촌동)
강동구,중앙보훈병원,9호선,,Subway,37.5348764,127.1452701,서울특별시 강동구 둔촌동 8-1 중앙보훈병원역(9호선),서울특별시 강동구 동남로 지하625(둔촌동)
영등포구,서울영림초등학교,초등학교,,School,37.4872977,126.9025393,,서울특별시 영등포구 시흥대로173길 14 . 서울영림초등학교 (대림동)
송파구,서울평화초등학교,초등학교,,School,37.49162927,127.1223566,,서울특별시 송파구 송파대로26길 22 . 서울평화초등학교 (가락동)
양천구,서울양동초등학교,초등학교,,School,37.52600601,126.8511587,,서울특별시 양천구 오목로23길 24 (신정동)
중랑구,서울중화초등학교,초등학교,,School,37.60300324,127.0946485,,서울특별시 중랑구 신내로7가길 22 . 서울중화초등학교 (신내동)
노원구,서울상월초등학교,초등학교,,School,37.65848709,127.0571716,,서울특별시 노원구 동일로221길 27 (상계동)
중랑구,서울중목초등학교,초등학교,,School,37.58997982,127.0793361,,서울특별시 중랑구 동일로 665 . 서울중목초등학교 (면목동)
동작구,서울동작초등학교,초등학교,,School,37.49410161,126.9768411,,서울특별시 동작구 동작대로29길 214 . 서울동작초등학교 (사당동)
양천구,서울갈산초등학교,초등학교,,School,37.51174342,126.8699978,,서울특별시 양천구 목동로 31 (신정동.서울갈산초등학교)
노원구,서울태랑초등학교,초등학교,,School,37.62637772,127.0907213,,서울특별시 노원구 화랑로51나길 31 . 서울태랑초등학교 (공릉동)
노원구,서울한천초등학교,초등학교,,School,37.62015506,127.0688927,,서울특별시 노원구 마들로 45 . 서울한천초등학교 (월계동)
강남구,서울신구초등학교,초등학교,,School,37.52318884,127.0242775,,서울특별시 강남구 압구정로18길 28 (신사동.신구초등학교)
중랑구,서울봉화초등학교,초등학교,,School,37.61331383,127.0921725,,서울특별시 중랑구 신내로15길 110 (신내동.봉화초등학교)
양천구,서울양원초등학교,초등학교,,School,37.53865393,126.8234816,,서울특별시 양천구 화곡로 16 (신월동.서울양원초등학교)
중랑구,서울상봉초등학교,초등학교,,School,37.59809416,127.0836798,,서울특별시 중랑구 동일로126가길 11 . 서울상봉초등학교 (상봉동)
노원구,서울원광초등학교,초등학교,,School,37.6540189,127.0748416,,서울특별시 노원구 덕릉로76길 18 (중계동.원광초등학교)
노원구,서울월계초등학교,초등학교,,School,37.62762424,127.0508421,,서울특별시 노원구 월계로45가길 10 (월계동.월계초등학교)
송파구,서울송례초등학교,초등학교,,School,37.47773418,127.1385039,,서울특별시 송파구 위례순환로 439 (장지동. 서울송례초등학교)
동작구,서울강남초등학교,초등학교,,School,37.50619275,126.9532007,,서울특별시 동작구 강남초등길 15 (상도1동. 강남초등학교)
서초구,서울원촌초등학교,초등학교,,School,37.50603606,127.0127721,,서울특별시 서초구 사평대로45길 26 (반포동.서울원촌초등학교)
송파구,서울가원초등학교,초등학교,,School,37.4891201,127.1114055,,서울특별시 송파구 중대로4길 8 (문정동. 가원초등학교)
중랑구,서울면동초등학교,초등학교,,School,37.58526987,127.0866805,,서울특별시 중랑구 면목로57길 32 . 서울면동초등학교 (면목동. 면동초등학교)
종로구,상명대학교사범대학부속초등학교,초등학교,,School,37.60075792,126.9563523,,서울특별시 종로구 홍지문2길 1 (홍지동. 상명초등학교)
강서구,서울신곡초등학교,초등학교,,School,37.53877767,126.8558353,,서울특별시 강서구 등촌로13자길 42-14 (화곡동.신곡초등학교)
은평구,서울불광초등학교,초등학교,,School,37.61258244,126.9309092,,서울특별시 은평구 불광로 51 . 서울불광초등학교 (불광동)
중랑구,서울신내초등학교,초등학교,,School,37.60437742,127.0999812,,서울특별시 중랑구 용마산로125나길 22 (신내동.신내초등학교)
중랑구,서울중곡초등학교,초등학교,,School,37.57436078,127.0835305,,서울특별시 중랑구 면목로23길 20 (면목동.중곡초등학교)
동대문구,서울전농초등학교,초등학교,,School,37.5744176,127.0544089,,서울특별시 동대문구 사가정로 66 . 서울전농초등학교 (전농동)
송파구,서울잠실초등학교,초등학교,,School,37.52010753,127.11127,,서울특별시 송파구 올림픽로35길 20 (신천동.잠실초등학교)
강남구,서울논현초등학교,초등학교,,School,37.5084232,127.0261867,,서울특별시 강남구 강남대로120길 33 (논현동.논현초등학교)
강남구,서울구룡초등학교,초등학교,,School,37.48080548,127.051891,,서울특별시 강남구 개포로 263 (개포동.구룡초등학교)
종로구,서울독립문초등학교,초등학교,,School,37.57413657,126.9602466,,서울특별시 종로구 통일로12길 23 (무악동. 독립문초등학교)
용산구,서울한남초등학교,초등학교,,School,37.5393989,127.0049096,,서울특별시 용산구 한남대로 112 . 서울한남초등학교 (한남동)
강서구,서울공진초등학교,초등학교,,School,37.55780477,126.82273,,서울특별시 강서구 마곡서로 33(마곡동) 서울공진초등학교
관악구,서울신성초등학교,초등학교,,School,37.47179668,126.9372757,,서울특별시 관악구 신림로 114 . 서울신성초등학교 (신림동)
동작구,서울영화초등학교,초등학교,,School,37.50914588,126.9331672,,서울특별시 동작구 등용로8길 3 . 서울영화초등학교 (대방동)
강남구,서울자곡초등학교,초등학교,,School,37.47206129,127.0996665,,서울특별시 강남구 자곡로 150 (자곡동)
종로구,서울명신초등학교,초등학교,,School,37.58146865,127.0139642,,서울특별시 종로구 낙산길 250 (창신동)
서초구,서울서원초등학교,초등학교,,School,37.50261842,127.0152191,,서울특별시 서초구 고무래로 63 . 서울서원초등학교 (반포동)
송파구,서울위례솔초등학교,초등학교,,School,37.48663746,127.1509109,,서울특별시 송파구 위례북로2길 12 (거여동. 서울위례솔초등학교)
송파구,서울마천초등학교,초등학교,,School,37.49535028,127.1522973,,서울특별시 송파구 마천로61다길 24 . 서울마천초등학교 (마천동)
송파구,서울잠일초등학교,초등학교,,School,37.51505804,127.0814177,,서울특별시 송파구 올림픽로 95 서울잠일초등학교 (잠실동)
송파구,서울가주초등학교,초등학교,,School,37.49662263,127.1292617,,서울특별시 송파구 오금로40길 37 (가락동. 가주초등학교)
중랑구,서울원묵초등학교,초등학교,,School,37.61768065,127.0861068,,서울특별시 중랑구 숙선옹주로 109 . 서울원묵초등학교 (묵동)
동대문구,서울장평초등학교,초등학교,,School,37.57380744,127.0733241,,서울특별시 동대문구 답십리로69길 27 (장안동. 서울장평초등학교)
금천구,서울안천초등학교,초등학교,,School,37.45817893,126.8885094,,서울특별시 금천구 한내로 69-16 . 서울안천초등학교 (독산동)
강남구,서울대진초등학교,초등학교,,School,37.49668479,127.0780425,,서울특별시 강남구 개포로109길 74 . 서울대진초등학교 (개포동)
송파구,서울오륜초등학교,초등학교,,School,37.51208485,127.1345763,,서울특별시 송파구 양재대로 1196 . 서울오륜초등학교 (방이동)
구로구,서울개명초등학교,초등학교,,School,37.48312265,126.8507003,,서울특별시 구로구 개봉로1다길 16-9 (개봉동.개명초등학교)
양천구,서울신강초등학교,초등학교,,School,37.5259562,126.8416536,,서울특별시 양천구 중앙로55길 72 . 서울신강초등학교 (신월동.서울신강초등학교)
금천구,서울가산초등학교,초등학교,,School,37.47794535,126.896405,,서울특별시 금천구 남부순환로 1304-11 . 서울가산초등학교 (독산동)
강서구,서울정곡초등학교,초등학교,,School,37.57695491,126.8188827,,서울특별시 강서구 방화대로50길 22 (방화동.정곡초등학교)
강남구,서울대곡초등학교,초등학교,,School,37.49439753,127.0651645,,서울특별시 강남구 남부순환로 3022 서울대곡초등학교 (대치동.대곡초등학교)
송파구,서울오금초등학교,초등학교,,School,37.50915569,127.1317971,,서울특별시 송파구 위례성대로22길 11 (오금동.오금초등학교)
동작구,서울신길초등학교,초등학교,,School,37.51038715,126.9266448,,서울특별시 동작구 알마타길 16 (대방동)
구로구,서울미래초등학교,초등학교,,School,37.50520381,126.8880137,,서울특별시 구로구 새말로 73 . 서울미래초등학교 (구로동)
양천구,서울월촌초등학교,초등학교,,School,37.54023674,126.8767678,,서울특별시 양천구 목동중앙로 132 (목동.서울월촌초등학교)
양천구,서울은정초등학교,초등학교,,School,37.51125774,126.8673755,,서울특별시 양천구 목동남로 85 서울은정초등학교
양천구,서울영도초등학교,초등학교,,School,37.53596257,126.871927,,서울특별시 양천구 목동중앙로 70 . 서울영도초등학교 (목동.서울영도초등학교)
송파구,서울가동초등학교,초등학교,,School,37.49713482,127.1303876,,서울특별시 송파구 중대로20길 47 (가락동)
도봉구,서울신방학초등학교,초등학교,,School,37.66559481,127.0295856,,서울특별시 도봉구 시루봉로 173 . 서울신방학초등학교 (방학동)
노원구,서울신상계초등학교,초등학교,,School,37.66814915,127.0755891,,서울특별시 노원구 상계로 267 . 신상계초등학교 (상계동)
강서구,서울우장초등학교,초등학교,,School,37.54880324,126.8462805,,서울특별시 강서구 화곡로 263 (화곡동.서울우장초등학교)
서초구,서울교육대학교부설초등학교,초등학교,,School,37.49087951,127.0150822,,서울특별시 서초구 서초중앙로 96 (서초동. 서울교대초등학교)
송파구,서울잠전초등학교,초등학교,,School,37.50678211,127.0842067,,서울특별시 송파구 올림픽로12길 51 .  (잠실동. 서울잠전초등학교)
구로구,서울개웅초등학교,초등학교,,School,37.48839858,126.850121,,서울특별시 구로구 개봉로11길 98 (개봉동.개웅초등학교)
노원구,서울연촌초등학교,초등학교,,School,37.63498895,127.0727394,,서울특별시 노원구 공릉로58길 36 . 서울연촌초등학교 (하계동)
강서구,서울염경초등학교,초등학교,,School,37.55512713,126.8711608,,서울특별시 강서구 양천로69길 49 (염창동.서울염경초등학교)
금천구,동광초등학교,초등학교,,School,37.45199688,126.9166976,,서울특별시 금천구 탑골로10길 45 (시흥동)
종로구,서울대학교사범대학부설초등학교,초등학교,,School,37.57778205,127.0029147,,서울특별시 종로구 대학로 64 (동숭동.서울사대부설초등학교)
서대문구,이화여자대학교사범대학부속초등학교,초등학교,,School,37.56099648,126.9427504,,서울특별시 서대문구 성산로 512-39 (대신동)
구로구,서울개봉초등학교,초등학교,,School,37.48972738,126.858306,,서울특별시 구로구 개봉로16길 30-11 (개봉동)
마포구,서울염리초등학교,초등학교,,School,37.54244648,126.945885,,서울특별시 마포구 토정로37길 37 . 서울염리초등학교 (염리동)
노원구,서울중계초등학교,초등학교,,School,37.65751566,127.0732694,,서울특별시 노원구 한글비석로19길 39 . 서울중계초등학교 (중계동)
영등포구,서울윤중초등학교,초등학교,,School,37.51991462,126.9230217,,서울특별시 영등포구 여의나루로2길 14 (여의도동)
노원구,서울중현초등학교,초등학교,,School,37.6321062,127.0665372,,서울특별시 노원구 섬밭로 181 . 서울중현초등학교 (하계동.중현초등학교)
금천구,서울금천초등학교,초등학교,,School,37.45464753,126.9125446,,서울특별시 금천구 탑골로5길 60 (시흥동)
서초구,서울방현초등학교,초등학교,,School,37.47648995,126.99015,,서울특별시 서초구 효령로4길 58 (방배동.방현초등학교)
양천구,서울강서초등학교,초등학교,,School,37.522293,126.8405408,,서울특별시 양천구 오목로 31 (신월동. 서울강서초등학교)
노원구,서울용동초등학교,초등학교,,School,37.64148227,127.0693935,,서울특별시 노원구 한글비석로1길 81-11 (중계동.용동초등학교)
노원구,서울중평초등학교,초등학교,,School,37.63730543,127.0641719,,서울특별시 노원구 섬밭로 241 . 서울중평초등학교 (하계동)
도봉구,서울자운초등학교,초등학교,,School,37.65756505,127.0465597,,서울특별시 도봉구 마들로13길 166 . 서울자운초등학교 (창동)
중구,서울신당초등학교,초등학교,,School,37.56385487,127.0237242,,서울특별시 중구 난계로 141 (신당동)
중랑구,서울면중초등학교,초등학교,,School,37.58216276,127.0967221,,서울특별시 중랑구 용마산로70길 43 . 서울면중초등학교 (면목동)
관악구,서울봉천초등학교,초등학교,,School,37.48309001,126.9583231,,서울특별시 관악구 행운1라길 17 . 서울봉천초등학교 (봉천동.봉천초등학교)
성동구,서울옥수초등학교,초등학교,,School,37.5461524,127.0220121,,서울특별시 성동구 금호로1길 25 . 옥수초등학교 (금호동4가)
송파구,서울거여초등학교,초등학교,,School,37.50508433,127.1409011,,서울특별시 송파구 마천로25길 18 (오금동. 거여초등학교)
송파구,서울남천초등학교,초등학교,,School,37.50126873,127.1507951,,서울특별시 송파구 성내천로 207 (마천동)
동작구,서울보라매초등학교,초등학교,,School,37.49567494,126.916097,,서울특별시 동작구 여의대방로16길 30 . 서울보라매초등학교 (신대방동)
송파구,서울아주초등학교,초등학교,,School,37.50558066,127.075764,,서울특별시 송파구 올림픽로4길 59 . 서울아주초등학교 (잠실동)
용산구,서울삼광초등학교,초등학교,,School,37.54732018,126.9767347,,서울특별시 용산구 두텁바위로1나길 19 . 서울삼광초등학교 (후암동)
구로구,서울구로남초등학교,초등학교,,School,37.48548314,126.890983,,서울특별시 구로구 디지털로27길 76 (구로동.구로남초등학교)
송파구,서울영풍초등학교,초등학교,,School,37.49600417,127.1429536,,서울특별시 송파구 오금로57길 15 . 서울영풍초등학교 (거여동)
금천구,서울문성초등학교,초등학교,,School,37.47454373,126.8993703,,서울특별시 금천구 시흥대로 460 . 서울문성초등학교  (독산동)
관악구,서울구암초등학교,초등학교,,School,37.48939905,126.9469801,,서울특별시 관악구 구암길 1 . 서울구암초등학교 (봉천동)
도봉구,서울도봉초등학교,초등학교,,School,37.67955707,127.0383341,,서울특별시 도봉구 도봉로173길 96 (도봉동)
노원구,서울동일초등학교,초등학교,,School,37.66499735,127.0545861,,서울특별시 노원구 한글비석로 566. 서울동일초등학교 (상계동)
