위도,경도,Shortest_Distance_to_Subway,Shortest_Distance_to_University,Shortest_Distance_to_School
37.5269355,127.1387509,236.2551995,1062.875971,206.9075069
37.6773841,127.0531484,765.4988806,3335.991197,482.8135003
37.6500651,127.0622174,477.0566297,232.6426183,186.4999413
37.5584893,126.9063026,658.6421442,2008.277275,330.2389363
37.4935415,127.0505473,497.4065969,3050.363107,200.1071521
37.4920109,126.8940706,170.5618249,2466.786821,338.5629252
37.5237109,126.8448735,1194.966508,2875.5463,281.5855193
37.5796025,126.8121823,429.4446874,4264.811752,178.4965269
37.4766176,127.0294575,971.3540274,1906.161107,378.6564286
37.6001444,126.9155367,890.452942,300.7119455,199.3555086
37.5053657,126.9153483,611.1904047,3669.764194,373.0691902
37.504452,126.8623018,1084.704966,703.0456641,482.6990315
37.5152448,127.0948683,740.4969068,3222.292943,140.4251522
37.5804539,126.9529378,145.2973423,973.4107219,174.36221
37.5120557,126.85841,1311.900439,1582.123882,278.7961628
37.5386271,127.0958742,256.0023926,1458.839184,370.7745187
37.5313062,127.06965,1050.482529,1369.211185,371.6254504
37.6661823,127.0649489,953.2666934,1946.316986,163.0786465
37.531048,126.9006734,357.1638632,2906.533721,129.5059157
37.5535267,127.1395007,1115.638456,3164.768537,219.147458
37.4882469,126.9678063,138.63771,285.8861484,124.9243682
37.4791215,126.9104844,962.2236741,3770.243525,164.2425799
37.504307,126.8640399,1053.017919,589.9312651,499.9062663
37.4966226,127.1177972,117.0769399,2809.964885,428.7738996
37.5098873,127.0895702,1354.633446,3809.807637,24.16616455
37.5216472,126.8721607,850.0101541,2431.2738,93.106366
37.5703102,126.9584487,939.5758933,406.724304,393.90373
37.546935,127.1048339,993.3808751,364.2130941,300.6090303
37.5663469,126.8540309,311.0826659,1999.22499,144.6646574
37.5006731,126.9912337,457.4414666,1237.965841,140.6419467
37.5604513,126.8448691,817.5992469,1123.537185,157.1586702
37.5611803,127.1716648,508.2193105,5849.34446,450.9323594
37.5616414,126.8411116,785.5910072,1268.257314,153.5953486
37.4561179,126.8995349,481.6212018,5479.275039,362.8396345
37.626375,127.0830489,748.147844,680.3962952,465.2787533
37.5344086,127.0755737,830.2984079,1001.829042,132.8087292
37.6597474,127.0480433,709.0043907,1880.701698,245.4612608
37.6234994,127.0831875,875.6513402,820.3532345,177.2918575
37.5248851,127.1299053,637.3244709,592.4024433,294.9426665
37.6078598,127.0454247,287.1373047,279.7651057,235.3554416
37.5402402,126.9523493,313.8257024,498.9341692,288.8643321
37.5726981,127.0323149,635.9477941,1778.912074,440.3587529
37.5107664,127.0142409,376.9398112,1428.852357,435.8420954
37.5758796,127.0653027,1312.518764,959.037519,423.6346464
37.5964626,127.0646257,386.2833456,532.4290903,638.1649672
37.5511028,127.1696401,663.0190632,4885.4925,125.2752322
37.5439767,126.9310986,146.8638561,717.4240867,326.6568002
37.5068649,127.073142,482.4481248,3880.745979,241.4184968
37.5083529,127.0059798,401.5736637,922.2616333,252.2461996
37.5188846,127.0992806,234.8403036,2797.243807,122.7023616
37.5034978,126.8842102,208.0959139,1480.870861,385.4285073
37.5532944,127.1484591,516.4724401,3947.56111,140.0141381
37.497753,127.0467808,452.2702235,2544.02323,296.8181795
37.6147539,126.9328608,889.3965064,2309.86961,296.3964308
37.4960516,126.8752135,313.7768856,775.0959258,173.6105698
37.5758934,126.9090972,739.0622776,1326.394553,86.28728671
37.5626457,126.8466558,654.5872644,1388.737873,154.9650455
37.4942409,127.017559,293.8778856,467.1027798,432.9589608
37.5007515,126.9427035,194.1049313,1325.027534,129.4558386
37.5817586,126.8814802,1272.177554,3445.975688,210.9972342
37.5180976,126.9875013,303.9028945,1463.626223,544.8325046
37.5762577,127.0897874,643.9327978,1478.405842,170.9181187
37.4941844,127.0752156,306.9777431,4646.751516,373.4958891
37.6291633,127.0668178,755.3999777,979.4983729,183.1101624
37.5447129,127.13442,600.6648633,2760.478523,136.3040137
37.5704953,126.8471746,450.5030832,2257.062084,176.5477401
37.5374761,126.8759409,999.8655029,2221.627212,310.2892951
37.5073828,127.0029924,265.1260705,836.121384,308.8407894
37.5056918,127.1140959,940.9975949,2149.326263,333.2701549
37.4560726,126.8983011,376.5511404,5571.596126,287.0758956
37.5200745,126.9779378,439.6117235,1925.196326,180.0738891
37.4955425,127.128118,569.9708032,2689.933021,156.8623537
37.4868895,127.0488972,681.0386929,2904.880777,321.1952566
37.4940684,127.0561082,326.6166535,3369.287202,158.5401984
37.6601568,127.0623087,449.5277658,1286.123683,203.4154096
37.5167876,127.0446809,217.0449766,1206.323294,329.357115
37.5307499,127.1153,769.7600861,1855.471572,100.8007009
37.5560685,126.8402308,548.0723315,694.9132785,393.6450803
37.499352,126.9547334,564.2898772,384.4329341,520.4350154
37.5000408,127.1302491,592.5343007,2178.805286,323.3611502
37.5414577,126.8816548,366.0571709,2488.61356,173.8483406
37.5000124,127.021441,679.3926762,1186.525485,150.6304681
37.5065463,127.1268328,200.5286826,1499.83431,226.467358
37.5487647,127.1278389,156.379953,2119.352697,317.4441595
37.529386,127.1189025,432.1702102,1520.776288,307.3090137
37.5204817,126.9239722,131.6850405,3113.729534,104.8959126
37.6288949,127.0186848,527.2188652,763.6103359,259.8076794
37.4886722,127.0521024,337.1210826,3168.994255,193.3626592
37.5325733,127.0657223,880.9151073,1367.405191,216.0053547
37.614092,127.0932927,346.6493929,1578.900277,131.23617
37.6152291,127.0357119,1471.779901,1010.776042,215.5395793
37.5548512,126.8731194,838.2593668,1769.81639,171.3128557
37.660882,127.0266718,1224.592962,1387.869038,122.8313453
37.4935965,126.8754988,510.1137885,974.5084832,141.5605744
37.4855599,127.0713384,512.6365338,4888.867192,153.2624093
37.5581158,126.9653067,386.4969065,841.7666607,167.1683249
37.4912243,126.8767467,789.9102136,1246.8234,375.9058166
37.6734363,127.0480832,342.3556409,3096.304893,394.0944446
37.4956865,127.1184047,0,2884.003306,504.409535
37.6449232,126.9239742,1011.898478,5004.471857,202.1265362
37.5558801,127.0292075,193.8903392,1616.404313,196.4809508
37.4920769,126.8584966,333.5176675,808.5995876,261.7953483
37.5239465,127.0182545,974.979782,1370.150156,266.331237
37.4616567,126.9212089,2442.710944,3543.343649,300.3150552
37.4949595,126.9101286,636.5367446,3759.030366,290.9686184
37.5432656,127.0115516,525.3873132,2054.320309,208.1307011
37.6799626,127.0535049,923.9823093,3602.861815,330.6013104
37.5298244,126.9082367,708.4457869,2558.856243,251.1196741
37.5278534,127.1428285,582.2041026,1388.511614,120.5507232
37.5481826,126.8731438,218.4300171,1617.515902,337.3566138
37.5053273,126.9004169,1101.193248,2919.479321,484.8157494
37.4531004,126.9177637,2125.262131,4399.294087,112.2623198
37.4963866,127.058402,490.3016463,3323.594024,109.68077
37.4922926,127.0783273,416.6054332,4991.611403,234.8608455
37.5505035,127.1535263,288.3039284,3967.226752,278.0817696
37.5161432,126.8967779,934.7606536,3106.794885,384.2411885
37.6185529,127.0625822,386.9638671,286.5400685,389.117288
37.6175521,127.0612663,408.3656419,277.3880972,292.9507713
37.4975157,127.0500483,231.9921435,2733.205664,233.5871085
37.6442061,127.0533829,267.2250561,1075.484686,173.9000571
37.5832533,126.9130998,592.6457483,945.0005421,505.454615
37.6097069,127.0974636,357.9021779,2137.640647,565.8979729
37.5809438,127.0610762,1106.449704,290.7939673,125.9595451
37.5493543,126.8387658,340.0936381,437.7871784,261.0898816
37.5591787,126.9501091,553.6217976,442.9609269,190.3975181
37.5097245,126.9300449,365.1165146,2440.806509,186.61474
37.5951745,127.0141482,327.276987,791.8160445,207.6439067
37.5115384,126.8860208,810.1533063,2040.426996,130.9463793
37.6632116,127.0771559,392.0316681,1976.675625,234.798222
37.4591086,126.920039,2295.26607,3800.696724,403.5571746
37.6164127,127.0848742,986.2931384,1390.777851,149.5394401
37.4699738,126.9645617,1998.347582,1583.890033,497.607066
37.4962375,126.8914634,428.9432512,2112.385314,176.3055196
37.5435291,127.1485909,494.3929872,3078.091443,192.9181066
37.5812592,126.9515064,158.1534157,818.7312812,213.3829316
37.5350017,126.9505935,457.4419586,918.0356163,143.1873288
37.5216748,126.9683635,430.3368607,2153.797283,310.1622008
37.6630142,127.0557097,966.9956074,1759.850665,221.1961041
37.5507379,126.9521812,184.1704637,944.4819386,117.7054783
37.5215822,127.0475812,377.0114023,1551.737805,248.6995225
37.5483343,127.123335,420.3892486,1728.369768,137.0836774
37.5499627,127.0164391,464.9860642,1958.257269,417.6481318
37.572115,126.9018923,580.192161,2076.843798,178.5461042
37.5161905,126.8703376,1220.954127,1808.456492,237.2451762
37.6062924,127.009991,458.9947912,1000.292447,309.2053494
37.5010448,127.0654872,1171.219501,3515.939966,355.6079882
37.4683429,126.8932924,410.2945203,4170.925842,94.41624057
37.5205547,127.0469499,262.4888793,1463.707664,133.1396333
37.5856183,127.0002676,824.8090945,354.5287854,202.3759804
37.679623,127.0465232,511.7825748,3775.572546,359.8825641
37.5141383,127.0084525,257.0714004,1588.665344,350.2598554
37.5711385,126.9068846,643.6333477,1751.688258,189.6147287
37.5193536,127.0365755,287.2032865,561.7422016,296.3314035
37.587504,127.0754651,813.0773811,971.2652913,189.3909387
37.5589659,127.0253152,304.5597464,1950.921302,262.358012
37.5510232,126.959615,487.1884005,675.3295219,175.7383813
37.5834925,127.0133824,518.3588614,257.0296705,159.1116041
37.5720344,126.9567674,984.6394819,648.32425,385.5610281
37.6500627,127.0442013,479.3225041,1767.945855,286.9661297
37.6423702,127.0375315,1235.310451,1675.402975,356.4397313
37.574702,126.8149759,181.0198287,3694.082189,108.3221881
37.507425,126.9451235,672.6356683,1089.871124,473.7922664
37.5551292,127.036254,231.4598535,1024.016267,214.6050572
37.4963627,127.1163626,195.2182716,2890.497585,469.3289072
37.5037666,127.0133229,83.06689175,821.9779485,210.4263022
37.5562254,126.9422693,234.8099432,663.9411735,278.2203511
37.599214,126.9222331,1383.367002,898.5835874,372.1435881
37.4985559,127.0188871,684.9132341,960.9861412,304.1295834
37.4824343,127.0853806,674.3194457,5769.482295,165.6966701
37.5512348,127.1721537,698.0676581,5052.821764,235.2945128
37.5310247,127.1185335,508.3457955,1676.846325,160.8890665
37.4947984,126.8724651,274.9568334,702.722235,127.5974097
37.6497536,127.058518,628.6669201,514.6988013,125.0763685
37.5433256,126.9451846,530.4722819,238.8219494,115.6245711
37.6205465,127.047002,1212.540573,1119.737486,182.2358563
37.5130364,126.8611326,1226.370407,1567.763898,352.1786993
37.612067,127.019649,965.9584134,637.1673791,226.2508596
37.5807217,126.9010365,327.5188202,1946.859203,359.9274028
37.5328453,127.071659,916.0375778,1167.580346,210.1802479
37.6109221,127.0994585,432.2481655,2069.395134,544.9805383
37.5050875,127.1161782,761.3872939,2078.209404,372.9977743
37.5479154,127.1508631,125.6002017,3601.012724,216.9421964
37.4802905,127.0626272,843.2372377,4238.371881,599.379708
37.592313,127.0668933,688.8328601,708.4323324,665.0522942
37.5200302,127.1026164,224.8815776,2502.212114,322.5852884
37.5009135,126.8651312,729.8229506,271.4765257,188.9958418
37.4781727,127.1286551,333.983349,4614.038568,268.6301072
37.5423618,127.014038,418.6449725,2131.457467,130.4334633
37.524622,126.8371358,1879.169357,2921.815326,396.5318545
37.5020768,126.9429737,343.1900602,1262.300802,229.3842762
37.5288229,126.8678406,437.0311259,2456.567827,472.6532854
37.6631536,127.0785681,493.2012412,2045.809474,238.8508487
37.5379429,127.133566,886.8999436,2049.370113,151.9437514
37.6715296,127.0530298,824.0867863,2723.741443,160.7153385
37.4888872,127.1453182,97.8324469,3644.456253,123.0096263
37.5501991,126.8774254,400.759931,2005.479719,514.3395318
37.6614765,127.0728242,84.90592129,1611.647396,425.6205792
37.6236127,127.0885326,553.3148629,528.283066,340.7308633
37.5874098,127.0686932,908.1885292,387.4141869,104.4984949
37.570949,127.0735228,975.9805171,1827.1458,318.3260657
37.6062691,127.0228938,901.0122437,1274.587306,260.8823772
37.5587209,126.863533,215.991053,1387.14579,178.8694544
37.4892875,126.9447672,1108.971214,1184.404365,169.1280927
37.6148252,127.0365802,1385.572665,931.0304049,164.867394
37.6168811,127.0882084,815.9711778,1264.487282,205.3487615
37.4904775,126.8397906,448.5792538,1216.056539,172.065776
37.5163059,127.0484473,237.1896803,1539.885725,251.4735454
37.4992905,126.8395317,656.6161681,1079.019661,285.2023679
37.5235623,126.8470026,1007.620853,2840.11665,103.9843185
37.5294308,127.1127416,975.174159,1943.323322,324.7902642
37.5274543,127.0522366,992.779255,2209.565203,626.3346113
37.5319314,126.8715915,915.3211422,2350.219621,449.2208103
37.4981912,127.1320968,699.1756629,2385.529061,191.1385004
37.5279506,126.8953429,279.872847,3486.974577,497.8366437
37.6211493,127.0108272,218.5986146,731.1093312,252.6194533
37.5140588,127.0884544,1215.512321,3506.912517,40.36357815
37.6117871,127.0161458,656.0756931,423.4484904,236.4321586
37.4985436,127.0156133,565.0127092,930.2954108,275.2850498
37.5509016,127.0480163,702.0858043,762.5294206,622.3973287
37.6468287,127.0728289,784.0739834,786.7292756,157.5593866
37.5099935,126.943666,459.3997573,1317.591044,267.6499188
37.5058446,126.8805908,388.3513805,1284.915355,128.295579
37.5536587,126.9367613,200.6642724,223.4624444,250.2032986
37.5739639,127.0753876,835.1485502,1663.066866,182.685519
37.6032165,127.0261753,910.2946659,1332.635471,212.9854131
37.6115456,126.9385808,1220.686831,1747.481841,653.1256575
37.533081,126.8983856,351.9585578,2922.029938,115.0873574
37.5175246,127.0499786,254.7744663,1674.900726,440.3914833
37.5623613,126.8483669,500.7937928,1395.972733,130.4076865
37.5632287,126.8592942,494.7195861,1701.812476,171.6011865
37.4909346,127.1445265,140.3030871,3406.728226,203.7275722
37.5328678,127.1478833,769.8590986,2094.955295,317.8319075
37.4890871,127.0261778,796.1355078,885.5610031,236.8624264
37.5968548,127.0317227,662.4632758,1030.080208,332.7376411
37.517514,127.1070384,255.5810502,2124.878737,471.6448098
37.513551,126.8353703,2202.871585,2354.241475,169.6959587
37.5147153,127.0226688,785.3762595,774.4440932,765.3688385
37.4750472,126.9904693,825.9230357,829.1313466,141.8727441
37.516567,127.1041845,184.3453453,2387.927877,396.5026971
37.5644992,126.9204214,672.376055,1722.897464,117.0469919
37.5772715,127.0649582,1462.747102,810.3986415,313.3187918
37.4885195,127.1143775,792.5739409,3756.352233,270.5905969
37.5072943,126.9247119,292.9732458,2858.90822,273.9964219
37.5598381,126.8470289,650.2485342,1093.166536,174.0019019
37.5211685,126.8930171,577.0089791,3223.680261,279.4586761
37.5868439,126.9000225,602.2142962,1897.065972,440.6164276
37.5541074,126.8620727,384.736614,906.5989384,83.29432867
37.5360513,127.092836,168.0941667,1841.494405,97.51332267
37.5314982,126.891879,778.3806796,3495.522957,144.0352639
37.5744795,127.0597451,1125.773877,994.8156244,470.3234617
37.4881978,127.0371153,502.9206643,1855.351587,112.1717558
37.5709778,127.021434,477.5185207,1630.025334,457.3311031
37.5344337,127.1264049,630.3515071,1695.263147,496.1471928
37.6184797,126.9349046,763.7025004,2513.03838,211.7862729
37.5923845,126.9484472,1258.635459,573.2827505,319.2077893
37.4761517,126.9520785,1106.539504,543.6904922,86.90619939
37.5391363,127.148678,248.1470767,2672.22951,226.4806804
37.4805577,127.0072155,227.9729315,933.6207591,237.8986051
37.5272514,127.1177034,577.4106969,1445.85283,237.4678944
37.5468897,126.8672385,521.708707,1108.686151,210.4907269
37.5446216,126.8314429,1173.0018,1246.131931,258.9742844
37.5720212,126.8106804,502.4649194,3764.992106,339.7847424
37.6378658,127.068707,335.7119073,1035.307386,404.1660618
37.5829867,127.0707472,1330.043274,652.573629,256.4209451
37.6185856,127.0073052,538.560523,672.919841,208.5893959
37.6658306,127.055821,1001.702801,2044.086351,142.8275072
37.4886292,127.0463247,793.2600663,2660.380184,452.2797401
37.5317116,127.1245317,291.4828923,1459.284442,189.3612121
37.5950984,126.9523644,1358.424965,509.8090355,264.294992
37.6560207,127.0321341,1399.912403,1467.157965,249.870603
37.498957,127.1591102,663.204574,3381.924353,722.5538485
37.6298796,127.0719275,864.9139382,527.9792989,159.153583
37.645484,127.0825051,653.176458,1410.108235,311.8872647
37.6265223,127.0641587,384.4918556,855.1134327,245.0355062
37.5652954,127.0451834,746.9200368,862.2627326,357.1847598
37.6630427,127.0745157,234.1167901,1836.05231,347.3217266
37.6060541,127.0971415,625.773312,2167.0866,311.9892294
37.6480941,127.0732807,674.550805,801.56314,236.8142262
37.6329395,127.042824,1333.877146,1096.77535,149.4490287
37.5448151,127.1421884,665.6106859,2969.990744,288.0729837
37.5155642,127.0616923,162.3326717,2710.73364,404.799257
37.5661613,127.0401272,476.2679706,1134.366669,287.5912349
37.5798179,126.8842548,1024.193562,3401.971926,178.0857761
37.5214022,127.0453907,390.5170286,1363.786353,161.8230587
37.4980827,127.0712194,740.2045119,4118.740273,621.6798183
37.4994722,127.0704835,907.0790603,3985.548545,733.8936026
37.4982607,126.9125529,216.6516517,3916.901809,113.2894726
37.502766,126.8946156,632.7586043,2367.378175,291.761912
37.5540365,127.1271008,433.950319,2094.679693,266.098518
37.5070047,126.8864977,311.5738751,1806.43495,240.7957519
37.6257733,127.0873569,430.0041424,377.0800605,303.8218055
37.5174035,126.8586826,717.618754,2099.176962,323.5707234
37.4600843,126.8864839,755.5588691,4731.983511,146.4499858
37.5263968,126.8693319,445.1218646,2756.535011,295.5406644
37.4860731,126.890285,290.9587432,2504.892361,89.98002042
37.5233179,127.0591765,1015.720796,2547.36903,358.1643554
37.652831,127.0759265,411.5221369,1129.89521,163.0012921
37.6253928,126.9294257,448.615873,3116.797925,161.4702373
37.4769936,127.1286699,300.0196597,4744.965815,396.2292825
37.6527354,127.0422999,479.1418347,1980.494558,156.9923661
37.4916164,126.8616244,403.1698956,1065.698712,360.3306978
37.4934516,127.019953,495.4411127,490.3818126,422.8624323
37.6305874,127.0667243,846.3986934,954.8757161,169.6846693
37.4797385,127.0660782,1072.924969,4548.427938,734.8685603
37.4886965,126.9624448,589.5137303,472.5421149,201.0577145
37.5534295,127.0357413,303.1418469,1133.555687,275.2467231
37.6294153,127.062514,523.3293055,682.456769,116.8663279
37.5124489,127.0078967,249.3708737,1395.165205,198.3948329
37.6317699,127.0501857,699.4929285,435.6512364,86.65354291
37.603113,126.905989,840.7954847,604.9648026,205.1249367
37.5374788,127.1156225,1172.904636,1746.646806,369.6345978
37.4763206,127.0033238,469.1359457,763.2206236,284.1493291
37.4952076,126.9871266,435.2024256,1687.862263,227.3243978
37.5312144,126.9001679,360.0178915,2927.758817,82.8612018
37.64796,126.9288473,1411.07623,5434.705158,308.6343355
37.6687829,127.0537253,890.367017,2417.42311,236.6461705
37.5057927,126.9651627,321.422606,738.4269174,310.172263
37.5239353,126.9580329,826.0671001,2157.009707,637.7528325
37.6272664,127.0686136,705.197503,921.645498,223.6163432
37.5397145,127.1000979,336.2184151,1203.409961,142.9276736
37.5081537,126.9193316,776.9476848,3341.258557,214.07406
37.5510465,127.0309542,708.3431478,1629.201711,263.4242133
37.4988425,126.8627947,514.0286285,477.9966956,159.0045106
37.5581685,127.0178958,256.0956675,1840.603558,167.5739723
37.4873499,126.8995024,261.0090876,3116.497684,268.0141361
37.5067409,126.9035273,1075.845278,3221.401431,356.9206503
37.5139333,126.8542867,1161.858147,1952.247538,149.3314418
37.5854128,126.8821409,1321.769612,3162.105931,121.5723712
37.4905974,127.1354467,847.6289339,3251.818675,576.0557275
37.5499299,126.9500041,172.2702672,797.0551574,200.02119
37.6470964,127.0796658,436.4297672,1372.460548,185.018459
37.4845264,126.9428948,557.2327724,987.4994602,273.7772673
37.4953563,127.1367731,957.8002966,2746.625527,250.980541
37.4885089,126.8908014,37.1963088,2384.97172,327.0900736
37.541299,126.8755061,641.7672915,1986.761229,162.2551089
